TIC,sector,dataURI,productFilename
386238359,80,mast:HLSP/tess-spoc/s0080/target/0000/0003/8623/8359/hlsp_tess-spoc_tess_phot_0000000386238359-s0080_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000386238359-s0080_tess_v1_lc.fits
36038815,65,mast:HLSP/tess-spoc/s0065/target/0000/0000/3603/8815/hlsp_tess-spoc_tess_phot_0000000036038815-s0065_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000036038815-s0065_tess_v1_lc.fits
103818914,80,mast:HLSP/tess-spoc/s0080/target/0000/0001/0381/8914/hlsp_tess-spoc_tess_phot_0000000103818914-s0080_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000103818914-s0080_tess_v1_lc.fits
41413961,65,mast:HLSP/tess-spoc/s0065/target/0000/0000/4141/3961/hlsp_tess-spoc_tess_phot_0000000041413961-s0065_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000041413961-s0065_tess_v1_lc.fits
234864470,66,mast:HLSP/tess-spoc/s0066/target/0000/0002/3486/4470/hlsp_tess-spoc_tess_phot_0000000234864470-s0066_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000234864470-s0066_tess_v1_lc.fits
441983177,64,mast:HLSP/tess-spoc/s0064/target/0000/0004/4198/3177/hlsp_tess-spoc_tess_phot_0000000441983177-s0064_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000441983177-s0064_tess_v1_lc.fits
441983177,65,mast:HLSP/tess-spoc/s0065/target/0000/0004/4198/3177/hlsp_tess-spoc_tess_phot_0000000441983177-s0065_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000441983177-s0065_tess_v1_lc.fits
162062651,80,mast:HLSP/tess-spoc/s0080/target/0000/0001/6206/2651/hlsp_tess-spoc_tess_phot_0000000162062651-s0080_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000162062651-s0080_tess_v1_lc.fits
415027842,64,mast:HLSP/tess-spoc/s0064/target/0000/0004/1502/7842/hlsp_tess-spoc_tess_phot_0000000415027842-s0064_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000415027842-s0064_tess_v1_lc.fits
415027842,65,mast:HLSP/tess-spoc/s0065/target/0000/0004/1502/7842/hlsp_tess-spoc_tess_phot_0000000415027842-s0065_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000415027842-s0065_tess_v1_lc.fits
419481627,65,mast:HLSP/tess-spoc/s0065/target/0000/0004/1948/1627/hlsp_tess-spoc_tess_phot_0000000419481627-s0065_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000419481627-s0065_tess_v1_lc.fits
377858631,66,mast:HLSP/tess-spoc/s0066/target/0000/0003/7785/8631/hlsp_tess-spoc_tess_phot_0000000377858631-s0066_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000377858631-s0066_tess_v1_lc.fits
179551379,64,mast:HLSP/tess-spoc/s0064/target/0000/0001/7955/1379/hlsp_tess-spoc_tess_phot_0000000179551379-s0064_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000179551379-s0064_tess_v1_lc.fits
179551379,65,mast:HLSP/tess-spoc/s0065/target/0000/0001/7955/1379/hlsp_tess-spoc_tess_phot_0000000179551379-s0065_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000179551379-s0065_tess_v1_lc.fits
180116505,80,mast:HLSP/tess-spoc/s0080/target/0000/0001/8011/6505/hlsp_tess-spoc_tess_phot_0000000180116505-s0080_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000180116505-s0080_tess_v1_lc.fits
194756126,66,mast:HLSP/tess-spoc/s0066/target/0000/0001/9475/6126/hlsp_tess-spoc_tess_phot_0000000194756126-s0066_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000194756126-s0066_tess_v1_lc.fits
107384091,80,mast:HLSP/tess-spoc/s0080/target/0000/0001/0738/4091/hlsp_tess-spoc_tess_phot_0000000107384091-s0080_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000107384091-s0080_tess_v1_lc.fits
106979884,80,mast:HLSP/tess-spoc/s0080/target/0000/0001/0697/9884/hlsp_tess-spoc_tess_phot_0000000106979884-s0080_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000106979884-s0080_tess_v1_lc.fits
176339968,80,mast:HLSP/tess-spoc/s0080/target/0000/0001/7633/9968/hlsp_tess-spoc_tess_phot_0000000176339968-s0080_tess_v1_lc.fits,hlsp_tess-spoc_tess_phot_0000000176339968-s0080_tess_v1_lc.fits
