TIC,sector,source,per,power,prominence,width,amplitude,brf_class,brf_prob,instability,sigma_brf,entropy,sigma_top,brf_class_raw,cube_idx,sector_class,final_class_tic,decision_step
419921689,76.0,LS,4.83505721741405,0.8626927203752051,0.8626312156222433,4.381713983329973,0.4472753033041954,CEP,0.87,0.0,0.0782165609062428,0.7573737,0.28096694,CEP,95528.0,CEP,CEP,2
419921689,83.0,LS,9.589517582781076,0.031942802936888,0.0296186174507139,2.782908994067838,0.449223518371582,ELL,0.728,0.1,0.2293425769454943,0.45076528,0.24620783,ELL,95532.0,Unconstrained,CEP,2
428008896,57.0,LS,3.594391912089234,0.8760765179448613,0.8748822383775677,4.145296123646403,0.0263331062160432,CEP,0.476,0.02,0.1628455759300816,0.7270826,0.36351603,CEP,50992.0,Unconstrained,CEP,2
428008896,58.0,LS,3.646421332437359,0.8937517804847741,0.8936721990035948,4.417380938051792,0.0254519865848124,CEP,0.826,0.0,0.1802763389910057,0.974103,0.40049765,CEP,51202.0,CEP,CEP,2
428008896,77.0,LS,3.5975017562107223,0.8793553239466512,0.8790717484387717,3.611208100595832,0.025968081317842,CEP,0.459,0.0,0.1232670012614892,0.4662797,0.32687056,CEP,51207.0,Unconstrained,CEP,2
430296386,56.0,LS,4.355868701250288,0.8462537475643012,0.8462345965313305,4.474361714343104,0.5048523843288422,CEP,0.784,0.02,0.1643284564523138,0.9267648,0.3716901,CEP,68981.0,Unconstrained,CEP,2
430296386,57.0,LS,4.35703543236555,0.8352842957380052,0.834688350678117,4.150263045972679,0.5079790204763412,CEP,0.552,0.0,0.0949216856150374,0.26047274,0.21641627,CEP,69045.0,Unconstrained,CEP,2
430296386,76.0,LS,4.367099951008594,0.8464754299415659,0.845228941561602,4.346848288099864,0.4997184127569198,CEP,0.667,0.02,0.183179147284837,0.2682173,0.09308294,CEP,69048.0,Unconstrained,CEP,2
430296386,77.0,LS,4.38460683180075,0.8301964400378896,0.8290108539750077,3.886031879381335,0.5000413581728935,CEP,0.816,0.0,0.1003232854326452,0.98037803,0.34957412,CEP,68914.0,CEP,CEP,2
430296386,83.0,LS,4.2988002226961095,0.8593206659374518,0.8591668564844686,4.510534660388657,0.5038757994771004,CEP,0.897,0.0,0.088777618801137,0.8906273,0.23768398,CEP,68984.0,CEP,CEP,2
430296386,84.0,LS,4.291207688382806,0.8465579480227059,0.8462167519349272,4.389028724406671,0.5063777416944504,CEP,0.879,0.02,0.158133614389857,0.6952307,0.22386561,CEP,68988.0,CEP,CEP,2
432729764,80.0,LS,8.263128598789537,0.7916809858282581,0.5302761506282815,3.613141965368413,0.2071034722030162,CEP,0.914,0.04,0.1579815128424841,0.50619763,0.18867208,CEP,29835.0,CEP,CEP,2
441226132,62.0,ACF,1.6458696666741162,0.8331842722261457,1.6385101159061477,354.9034165174194,0.0662259710952639,CEP,0.833,0.0,0.109848805182396,0.39022687,0.2193701,CEP,124793.0,CEP,CEP,2
450463355,64.0,ACF,2.305586506834516,0.9021054927585798,1.7384868658971278,482.62103834730215,0.2104407362639904,CEP,0.988,0.0,0.0294167571292282,1.027809,0.33464333,CEP,121590.0,CEP,CEP,2
450463355,65.0,ACF,2.303205152752525,0.8820899833727068,1.701356447400885,483.2824183545587,0.2043298631906509,CEP,1.0,0.0,0.0048305693246241,0.23709401,0.089505106,CEP,121806.0,CEP,CEP,2
456763140,7.0,LS,4.209767432780372,0.6036809869383768,0.5921378371324281,4.549144971680107,0.6938984245061874,CEP,0.813,0.0,0.0522594910040271,0.8638952,0.27152994,CEP,51427.0,CEP,CEP,2
