angDist,GaiaDR3,TIC,ra,dec,Tmag,Gmag,OID,RAJ2000,DEJ2000,Name,V,Type,l_max,max,u_max,n_max,f_min,l_min,min,u_min,n_min,Epoch,u_Epoch,l_Period,Period,u_Period,Sp,n_OID
0.083686,5868668331494928384,313955481,202.39283111180487,-61.19337375704967,9.833,9.97046,8266,202.39287,-61.19336,V0969 Cen,0,SPB:,,10.03,,Hp,,,10.25,,Hp,,,,,,B3V,B
0.083712,5865366772957071872,316144493,203.4041223539268,-62.31766712509874,8.705,8.85321,225545,203.40417,-62.31766,HD 117704,0,BCEP,,8.89,,V,Y,,0.017,,V,,,,0.214806,,B1/2III,B
0.08382,507995335778279168,11160547,29.973833240257225,60.216108380706025,10.35,10.7711,6928,29.97388,60.21611,V0597 Cas,0,UV,,10.1,,B,,,13.2,,B,,,,,,M,B
0.083821,2197817817151561984,469984020,330.6701366076,55.25173658797,10.283,10.771,8056310,330.67017,55.25175,Gaia DR3 2197817817151561984,0,RS,,10.73,,G,,,10.83,,G,,,,,,B,
0.083929,5335370179443234432,304015004,177.63520365327523,-60.79389566403349,8.179,8.20846,7571,177.63525,-60.79389,LZ Cen,0,EB/DM,,8.1,,V,,,8.5,,V,2426096.384,,,2.757717,,B2III,B
0.08406,2034155064716666880,103115691,299.7261607319066,32.60214799397275,10.571,11.1658,9936780,299.72617,32.60217,Gaia DR3 2034155064716666880,0,BE|GCAS|SDOR|WR,,11.12,,G,,,11.23,,G,,,,,,B,
0.084167,6060124092197532928,405577964,191.86373654454,-57.97247393805,10.275,10.3915,2387126,191.86378,-57.97247,HD 111077,0,BE,,10.35,,V,,,10.49,,V,,,,,,Be,
0.084394,2076087070918989952,239306860,300.5556985013256,44.44632337504053,8.691,8.64005,251626,300.55573,44.44633,HD 190254,0,BCEP,,8.7,,V,,,,,,,,,,,B4.5IV,B
0.084822,5861217147386782464,450992142,187.4811947765808,-64.79002136986021,8.21,8.32763,10452659,187.48125,-64.79002,Gaia DR3 5861217147386782464,0,BCEP,,8.31,,G,,,8.35,,G,,,,,,B,
0.085092,5940954280339207424,39659269,250.34206659803385,-48.74918323288076,8.357,9.48627,10446774,250.34206,-48.74916,Gaia DR3 5940954280339207424,0,ACV|roAm|roAp|SXARI,,9.47,,G,,,9.5,,G,,,,,,B,
0.085133,2061130173722073088,14207366,305.99807218084,38.52997715676,9.444,9.94958,63574,305.99808,38.53,NSV 25139,2,CST,,10.21,,V,,,,,,,,,,,B0.5III,B
0.085405,6057425821970868096,379012444,180.8495688424878,-62.696063483481446,7.875,7.76769,10897,180.84962,-62.69606,DF Cru,0,SPB,,7.78,,Hp,,,7.84,,Hp,2448500.548,,,1.1348,,B0.5III,B
0.085495,2060731257180505344,312080762,303.25804422687,37.02056986554,9.279,9.78886,7685113,303.25806,37.02059,Gaia DR3 2060731257180505344,0,BCEP,,9.76,,G,,,9.8,,G,,,,,,A,
0.085614,2026893374506886400,280752128,298.8600977640884,26.367288895962613,9.409,9.49327,7596024,298.86011,26.36731,Gaia DR3 2026893374506886400,0,DSCT|GDOR|SXPHE,,9.46,,G,,,9.52,,G,,,,2.0812,,B,
0.085701,2208614643381656576,435446681,347.2940883529903,64.57724428149302,10.616,11.1213,8191902,347.29413,64.57726,Gaia DR3 2208614643381656576,0,BE|GCAS|SDOR|WR,,11.04,,G,,,11.18,,G,,,,,,G,
0.085743,4042411609752563200,263573669,269.9847785021237,-33.89083274789765,8.153,8.25213,135910,269.98477,-33.89081,HD 163899,0,SPB,,8.3,,V,Y,,0.008,,V,,,,23.2,,B2Ib/II,B
0.085841,2068345478256426368,13418870,305.35759072635,41.19429719929,6.771,8.26649,7721102,305.3576,41.19432,Gaia DR3 2068345478256426368,0,E,,8.24,,G,,,8.45,,G,,,,12.3516,,O,
0.085974,2005917269635469312,331069412,334.18352985545,55.47715331237,9.046,9.26521,8089946,334.18356,55.47717,Gaia DR3 2005917269635469312,0,DSCT|GDOR|SXPHE,,9.25,,G,,,9.31,,G,,,,6.5121,,B,
0.086162,505131176707220352,374782811,31.6218847836222,57.046265651934505,8.97,8.98481,39343,31.62192,57.04628,NSV 719,1,,,8.95,,V,,,9.03,,V,,,,,,B2III,B
0.086296,3131328993295190656,234841110,97.8894364389652,4.84435515678134,9.143,9.2874,41630,97.88946,4.84436,NSV 3006,1,,,9.23,,V,,,9.38,,V,,,,,,B1Vne,B
0.086399,3455835109904777472,426256249,85.62982945358785,36.200126004372514,7.949,7.94267,623732,85.62983,36.20015,HD 37737,0,E,,8.059,,V,Y,,0.08,,w,2457406.44,,,7.847,,B0II:,B
0.08662,5933987293688902400,217034340,245.98549898380244,-52.29787594685743,8.554,8.63729,305579,245.9855,-52.2979,HIP 80323,0,VAR,,8.74,,V,Y,,0.02,,V,,,,2.83664,,B0Ia,B
0.086651,6761395047932767104,155530282,281.7328808327332,-29.95998405887476,9.886,9.70652,225627,281.73288,-29.95996,HD 173502,0,BCEP,,9.73,,V,Y,,0.075,,V,,,,0.1819331,,B1/2Ib,B
0.086662,5863509216744519040,438357427,195.13828960145,-61.67553277452,10.198,11.027,10583614,195.13834,-61.67553,Gaia DR3 5863509216744519040,0,BCEP,,11.0,,G,,,11.08,,G,,,,0.236403,,O,
0.086768,2208381478194715264,13217180,344.1101145801164,64.46496319572053,8.104,8.71596,10001749,344.11017,64.46496,Gaia DR3 2208381478194715264,0,RS,,8.67,,G,,,8.77,,G,,,,,,O,
0.086971,5333580724244613760,319936228,174.4517480351622,-63.32319627249694,7.046,7.07038,136554,174.4518,-63.32319,V1051 Cen,0,EA,,7.13,,V,,,7.24,,V,2447964.84,,,9.64645,,O6.5V(f)+O8.5V,B
0.086996,2007024958875807872,343319127,341.30532245465,56.80772729191,10.171,10.3691,8148872,341.30536,56.80774,Gaia DR3 2007024958875807872,0,BCEP,,10.34,,G,,,10.39,,G,,,,,,B,
0.087065,5542908084393407616,182936762,124.7305125772726,-36.21341804708482,10.05,10.3875,86503,124.7305,-36.21344,ASAS J081855-3612.8,0,EA,,10.51,,V,,,10.9,,V,2453413.78,,,9.3535,,B0/2,B
0.08722,4266967137186924544,175048236,282.83552005552,1.05157795664,9.96,10.68,7210508,282.83551,1.0516,Gaia DR3 4266967137186924544,0,E,,10.66,,G,,,10.71,,G,,,,1.77816,,B,
0.087226,2005418950349782272,330241794,333.45705562111,54.4097363344,9.89,9.91552,9991051,333.45709,54.40975,Gaia DR3 2005418950349782272,0,BCEP,,9.88,,G,,,9.93,,G,,,,,,B,
0.087305,5856874901058844160,327774344,189.71810857145724,-67.19305540088723,6.229,6.19477,19934,189.71817,-67.19306,KY Mus,0,ACYG:,,6.24,,Hp,,,6.3,,Hp,,,,4.4827,,B1Ia,B
0.087311,5337692446736643840,467055341,167.45566011301423,-60.46945579767434,9.358,9.41285,167287,167.4557,-60.46947,V0829 Car,0,EA,,9.42,,V,,,9.58,,V,2453470.672,,,0.9628,,B3.5V,B
0.087731,183327380494927104,2937947,82.03980015942,35.77308706661,10.222,10.4476,1540740,82.03979,35.77311,TIC 2937947,0,GCAS,,10.14,,G,,,10.55,,G,,,,,,em,
0.087947,2028829099125287168,435751228,297.6875567509336,29.396905734892737,9.675,9.90671,63349,297.68756,29.39693,NSV 24914,1,,,10.1,,V,,,,,,,,,,,O7f,B
0.088062,5853827776401942912,334289143,213.81475122925,-62.96598696561,9.204,9.13744,97844,213.81479,-62.96597,ASAS J141516-6258.0,0,ESD|ED,,9.17,,V,Y,,0.152,,V,2451957.1,,,4.2832,,B8,B
0.088145,2012784716174548992,378373750,358.2784323524486,62.01304304746097,10.41,10.633,684146,358.27847,62.01306,NADA-V27,0,BCEP:,,10.65,,V,,,10.69,,V,2457606.05,,,0.1648,,B1.5V,
0.088169,6055944642343393664,437608313,194.4371597660365,-60.88767158711013,8.783,8.72773,5021124,194.43721,-60.88767,Gaia DR3 6055944642343393664,0,BCEP,,8.79,,V,,,8.84,,V,,,,,,B1II/III,
0.088223,1971821963809808768,137276004,318.20969802271,44.9361810653,9.891,10.0092,9969602,318.20972,44.9362,Gaia DR3 1971821963809808768,0,DSCT|GDOR|SXPHE,,9.97,,G,,,10.05,,G,,,,3.79129,,B,
0.088325,5876651296960656128,44286109,229.6697533985059,-59.949930603655936,9.187,9.83274,5519959,229.66978,-59.94991,Gaia DR3 5876651296960656128,0,BE|GCAS|SDOR|WR,,9.8,,G,,,9.87,,G,,,,,,O,
0.088345,5884713092342630144,90022324,239.3524690188856,-54.33227127358542,7.399,7.6907,45967,239.35249,-54.33225,NSV 7343,1,,,7.84,,V,,,7.93,,V,,,,,,B0.5Ia,B
0.088357,2061036612157184640,273897407,304.71559268798,37.79469962262,9.613,9.81945,7710088,304.71561,37.79472,Gaia DR3 2061036612157184640,0,BCEP,,9.8,,G,,,9.84,,G,,,,,,B,
0.088508,5836639179862802304,425236256,240.4717587385474,-54.84747674795797,9.032,9.37797,412726,240.47179,-54.84746,ASAS J160153-5450.8,0,MISC,,8.862,,Ic,Y,,0.252,,Ic,2453930.3,,,468.0,,B3III,B
0.088656,2035165687706631168,83771935,297.6967577341135,33.663953781469935,9.281,9.66685,139785,297.69678,33.66397,HAT 199-01214,0,PULS,,9.071,,Ic,,,9.114,,Ic,,,,7.5683,,B1Ib,B
0.088674,5339212938226705152,451123979,170.64997293833358,-58.953755801504826,8.818,8.70444,4714404,170.65002,-58.95376,Gaia DR3 5339212938226705152,0,BCEP,,8.69,,G,,,8.73,,G,,,,,,B,
0.088947,2006378308595888512,63971857,337.52385300749,54.79014562354,9.742,9.66619,17002,337.52386,54.79017,V0413 Lac,0,ELL,,9.72,,Hp,,,9.85,,Hp,2448501.033,,,1.50873,,B0IVn,B
0.08908,5337216083327498368,467023914,167.5488484188909,-61.44074794809448,10.093,10.0398,4677184,167.5489,-61.44075,Gaia DR3 5337216083327498368,0,BCEP,,10.02,,G,,,10.06,,G,,,,0.1485792,,B,
0.089159,6056404272571180160,436272344,193.39787073687089,-60.39630540161692,9.755,9.70985,10865,193.39792,-60.39631,BT Cru,0,BCEP,,9.8,,B,Y,,0.032,,B,,,,0.133,,B2:V,B
0.089338,2180491884726823168,364921141,311.29415383178,51.21052548670524,9.097,9.1749,7815014,311.29416,51.21055,Gaia DR3 2180491884726823168,0,BE|GCAS|SDOR|WR,,9.07,,G,,,9.21,,G,,,,,,B,
0.089627,461683699852424192,372431771,49.94176265239494,58.35830514247814,9.097,9.22433,2882000,49.94176,58.35833,Gaia DR3 461683699852424192,0,DSCT|GDOR|SXPHE,,9.21,,G,,,9.25,,G,,,,0.83959,,B,
0.089747,5975472657587310592,154396746,259.78613235679,-35.85261485639,9.526,11.4118,357857,259.78613,-35.85259,[HHR2012] J171908.7-355109,0,VAR,,11.44,,r,Y,,0.23,,r,,,,,,,B
0.089995,5865913676894380288,380733445,206.97307007415083,-60.88214573121581,8.538,8.27851,225549,206.97311,-60.88213,HD 119910,0,BCEP,,8.31,,V,Y,,0.014,,V,,,,0.142149,,B2III/IV,B
0.090064,5955528891082018944,32460407,266.13796558778296,-44.2090770141915,8.734,8.62394,6600257,266.13794,-44.20906,Gaia DR3 5955528891082018944,0,ACV|roAm|roAp|SXARI,,8.62,,G,,,8.64,,G,,,,,,B,
0.090456,5865534276646968576,323082858,206.57495039356093,-62.45161024601622,5.252,6.53767,58385,206.575,-62.4516,NSV 19950,0,VAR,,6.58,,V,Y,,0.006,,V,,,,8.96218,,B2Ia,B
0.090475,2031575713537688576,216236227,295.33270865897674,29.144416032993536,8.322,8.43686,12738,295.3327,29.14444,V1818 Cyg,0,ACYG+EA:,,8.5,,V,,,8.62,,V,2460313.85,,,2.488,,B0.5Ib,B
0.090539,5260124448345525120,462093134,150.41298732712593,-55.012863221202544,9.779,9.98378,90688,150.41302,-55.01288,ASAS J100139-5500.8,0,GCAS,,9.78,,V,,,10.1,,V,,,,152.0,,OBe,B
0.090637,2061506893898163456,12927862,304.9816821515959,39.78413555610778,10.094,10.5437,7714528,304.98169,39.78416,Gaia DR3 2061506893898163456,0,DSCT|GDOR|SXPHE,,10.51,,G,,,10.58,,G,,,,0.0797892,,F,
0.090816,5338525124987627904,466300568,165.46777160887,-60.01299282886,8.686,8.77742,411538,165.46782,-60.013,ASAS J110152-6000.8,0,ELL,,8.77,,V,,,8.87,,V,2453576.58,,,2.3815,,B0V,B
0.090828,5876736509111789184,42738942,228.79101240041857,-59.47993649082293,9.13,9.74332,99847,228.79105,-59.47992,ASAS J151510-5928.8,0,EA,,10.06,,V,Y,,0.13,,V,2451923.1,,,8.7061,,B1II,B
0.09119,5586327454969218688,173863399,113.18345103626,-37.24353569531,10.832,11.2381,83832,113.18346,-37.24356,ASAS J073244-3714.6,0,MISC,,11.32,,V,Y,,0.19,,V,2451871.85,,,1.09779,,,B
0.091249,2061703740852988928,312362971,303.37086509981793,38.47941749643194,7.78,8.17795,7687099,303.37088,38.47944,Gaia DR3 2061703740852988928,0,ACYG,,8.17,,G,,,8.21,,G,,,,,,B,
0.091381,4146279793122802944,116914553,275.18486592454,-14.77326399341,10.118,10.6949,6909703,275.18484,-14.77326,Gaia DR3 4146279793122802944,0,RS,,10.6,,G,,,10.82,,G,,,,,,B,
0.091676,5252890761347278976,377768377,154.67210470283,-63.30096469357,9.911,9.76077,4516169,154.67215,-63.30098,Gaia DR3 5252890761347278976,0,BCEP,,9.75,,G,,,9.78,,G,,,,,,B,
0.091851,3375202527760819840,45446943,92.46930328591462,20.504537726374465,9.536,10.952,620676,92.46929,20.50456,EPIC 202062176,0,EA,,11.0,,Kp,Y,,0.03,,Kp,,,,4.353161,,,B
0.091865,2067784246289931776,17450158,308.32490974999087,41.30864567108374,8.554,9.47945,9962126,308.32492,41.30867,Gaia DR3 2067784246289931776,0,VAR,,9.47,,G,,,9.51,,G,,,,0.0376119,,O,
0.091884,5940716236069165440,24985783,248.52094420967,-48.93959909075,9.319,11.0094,2388239,248.52097,-48.93958,CPD-48 8574,0,EB,,11.21,,V,,,11.28,,V,2458308.731,,,3.756045,,B0:,
0.092398,5619812050805288192,412519841,110.77590939792,-21.69700566001,10.19,10.3895,421370,110.77591,-21.69698,GDS_J0723062-214149,0,VAR,,10.43,,r,Y,,0.09,,r,,,,,,OB,B
0.092914,5876499255116034560,454733284,227.14264363126,-60.21419843158,9.508,9.88401,5480781,227.14268,-60.21418,Gaia DR3 5876499255116034560,0,BCEP,,9.86,,G,,,9.9,,G,,,,,,B,
0.092968,2163028822591221888,328962958,314.1781738943,44.88283683366,10.143,10.8405,7861246,314.17819,44.88286,Gaia DR3 2163028822591221888,0,BE|GCAS|SDOR|WR,,10.8,,G,,,10.9,,G,,,,,,O,
0.092982,5876765959760705664,43458304,229.06630397657173,-59.19118055737618,9.766,10.615,5509973,229.06635,-59.19117,Gaia DR3 5876765959760705664,0,BE|GCAS|SDOR|WR,,10.58,,G,,,10.64,,G,,,,,,O,
0.093015,4506875248640287872,355590438,285.9054562623298,14.94011441619411,10.159,10.5196,1498839,285.90546,14.94014,NADA-V119,0,ACYG:,,10.63,,V,,,10.65,,V,2458672.8,,,116.5,,B1Ib,
0.093035,5350349169928548352,391051828,161.1531921932035,-59.90688034207681,8.47,9.11527,4601227,161.15324,-59.90689,Gaia DR3 5350349169928548352,0,RS,,9.08,,G,,,9.18,,G,,,,,,O,
0.093059,6060180476528433536,412551960,193.02000174331167,-58.51529574612267,9.585,9.60215,5002524,193.02005,-58.51529,Gaia DR3 6060180476528433536,0,ACV|roAm|roAp|SXARI,,9.57,,G,,,9.62,,G,,,,,,B,
0.093217,4268954981201145344,178794312,286.52247259792364,3.2663808004445904,7.99,8.39297,9845471,286.52249,3.2664,Gaia DR3 4268954981201145344,0,ACYG,,8.37,,G,,,8.42,,G,,,,,,B,
0.093374,5338275673288599936,465012898,162.15732809113277,-60.223747136349935,6.229,7.26194,250343,162.15738,-60.22375,HD 93843,0,IA,,7.31,,V,,,7.35,,V,,,,,,O5III(fc),B
0.093548,5350401534171661696,458705311,160.75637190800063,-59.33992140844988,9.314,9.35323,683752,160.75642,-59.33993,HD 303299,0,GCAS,,9.34,,V,,,9.48,,V,,,,,,B1Ve,B
0.093623,430449941770428672,406965391,5.610451960738482,61.82770272528103,11.068,11.1425,285991,5.6105,61.82769,GSC 04015-00167,0,EA,,11.206,,CV,,,11.305,,CV,2455453.549,,,1.84628,,B1V,
0.093631,1942652882383093248,24658137,349.50976063061,48.78286187388,10.469,10.9002,57,349.5098,48.78286,AC And,0,RRD,,10.7,,V,Y,,1.2,,V,2428009.31,,,0.7112376,,A9-F8,B
0.093971,6053407381846983040,310709753,185.5099691451097,-64.69390217043838,8.588,8.60972,4904704,185.51003,-64.6939,Gaia DR3 6053407381846983040,0,BCEP,,8.6,,G,,,8.63,,G,,,,,,B,
0.09429,5868440492071967104,315036866,202.81451545220327,-61.732633470153765,8.966,9.02363,225541,202.81454,-61.73261,HD 117357,0,BCEP,,9.02,,V,Y,,0.018,,V,,,,0.480524,,O9.5/B0V,B
0.094596,2013949438280504832,269423650,350.33198277719,60.97090714047,9.732,9.88574,2223575,350.33203,60.97092,CzeV3676,0,VAR,,9.95,,V,Y,,0.03,,V,2458781.847,,,0.976296,,,
0.094647,1968066891076796160,240536742,324.0591469577185,44.76247941995309,9.335,9.37346,13087,324.05917,44.7625,V2167 Cyg,0,SPB,,9.43,,Hp,,,9.48,,Hp,2448500.789,,,1.6758,,B8,B
0.095004,5849144921978055936,448970102,215.15279214266,-67.13787406858,9.488,9.52551,10366184,215.15282,-67.13785,Gaia DR3 5849144921978055936,0,DSCT|GDOR|SXPHE,,9.49,,G,,,9.55,,G,,,,0.77343,,B,
0.095054,2061353718197765120,12245937,304.4366166876788,38.92323411391564,10.092,10.1374,9953469,304.43661,38.92326,Gaia DR3 2061353718197765120,0,BCEP,,10.11,,G,,,10.16,,G,,,,,,B,
0.095108,5253762811512406016,460376775,157.40073391064,-62.10944308943,7.833,8.27535,43501,157.40079,-62.10944,NSV 4877,1,,,8.5,,V,,,,,,,,,,,A5Ib,B
0.095164,2011954344376772480,400381778,359.0020289835064,61.4312398227686,10.377,10.5639,10004902,359.00208,61.43125,Gaia DR3 2011954344376772480,0,BCEP,,10.55,,G,,,10.58,,G,,,,,,B,
0.095426,5884678801321670144,87014767,238.89102860585336,-54.77663567961143,9.356,9.51058,447292,238.89104,-54.77661,GDS_J1555338-544635,0,EA,,9.62,,V,,,9.86,,V,2452740.734,,,5.6866,,B0.5IV,B
0.095499,458407533164943360,348607599,35.57370169660963,57.12350385836077,8.929,9.14504,26146,35.57371,57.12353,V0622 Per,0,ELL:,,9.3,,B,Y,,0.05,,B,,,,,,B2III,B
0.09557,5598627687246632448,149609517,116.29765034458173,-30.722077405466493,9.288,9.29557,410944,116.29768,-30.72207,ASAS J074511-3043.3,0,MISC,,9.111,,Ic,Y,,0.127,,Ic,2453701.7,,,491.0,,B1/2Vne,B
0.095903,5338207327417387520,465348709,163.13666954657,-60.52675336121,10.396,11.105,5900,163.13667,-60.52678,DY Car,0,DCEP,,10.91,,V,,,11.76,,V,2440773.22,,,4.67461,,,B
0.095955,5935142949059182336,216021370,243.0012647276571,-50.30571493906248,9.104,9.7027,46134,243.00125,-50.30569,NSV 7510,1,,,9.95,,V,,,,,,,,,,,O8,B
0.096023,5521431048894279936,140654872,128.38642265538726,-47.89420599585865,9.449,9.42377,3835198,128.38644,-47.89423,Gaia DR3 5521431048894279936,0,ACV|roAm|roAp|SXARI,,9.41,,G,,,9.44,,G,,,,,,B,
0.096248,4146139811562065408,112812656,274.31702825537576,-15.451706598971189,9.256,9.53864,109986,274.31705,-15.45169,V0539 Ser,0,BCEP,,9.59,,V,,,9.69,,V,2451949.445,,,0.2073088,,B2Ib,B
0.096295,4097967733274939392,413135045,276.32605779775486,-15.422955670788426,9.608,9.67504,6960443,276.32605,-15.42293,Gaia DR3 4097967733274939392,0,BE|GCAS|SDOR|WR,,9.63,,G,,,9.72,,G,,,,,,B,
0.09631,5306253771488779392,441226132,145.08281893317,-56.87208543946,9.981,10.1083,4083432,145.08286,-56.8721,Gaia DR3 5306253771488779392,0,DSCT|GDOR|SXPHE,,10.07,,G,,,10.16,,G,,,,1.5121,,B,
0.096326,2064171525959894016,16198755,307.39118675267576,38.94158530620653,8.576,8.54429,7754981,307.3912,38.94161,Gaia DR3 2064171525959894016,0,ACV|roAm|roAp|SXARI,,8.54,,G,,,8.59,,G,,,,,,B,
0.096505,2011522408099302272,272539879,356.40309360012714,59.90598668435455,9.388,9.87177,6656,356.40314,59.906,QQ Cas,0,EB/DM,,10.3,,pg,,,10.9,,pg,2456483.398,,,2.1420716,,B2,B
0.09676,4047526847081820032,153241515,279.9510752227096,-29.339265458551605,10.078,9.92729,225621,279.95105,-29.33925,HD 172140,0,BCEP,,9.95,,V,Y,,0.018,,V,,,,0.151164,,B3:,B
0.096762,5350392012197117568,458861857,161.3231502969649,-59.39373094051722,8.311,8.80483,4603387,161.3232,-59.39374,Gaia DR3 5350392012197117568,0,RS,,8.78,,G,,,8.86,,G,,,,,,O,
0.096785,2009866681032794368,314034197,345.55143590566115,57.19384766938892,9.615,9.94394,705680,345.55148,57.19386,ASASSN-V J230212.35+571137.9,0,EA,,10.06,,V,,,10.31,,V,2457270.988,,,0.201048,,,
0.096925,2007968408568757888,64734983,338.63575622868643,58.3302159732154,10.051,10.3419,8128326,338.6358,58.33023,Gaia DR3 2007968408568757888,0,DSCT|GDOR|SXPHE,,10.3,,G,,,10.37,,G,,,,7.2612,,B,
0.097192,2012234822910081920,271443727,354.5887298192119,60.637984880923966,10.332,10.9862,629217,354.58875,60.63801,WISE J233821.2+603816,0,MISC,,8.806,,W1,Y,,0.161,,W1,,,,4.3711042,,,B
0.097238,2021812874887573504,407858712,296.10890914597707,26.221284805587267,9.731,10.1746,116669,296.10892,26.22131,ASAS J194426+2613.3,0,ESD|ED,,10.366,,V,Y,,0.108,,V,2452736.2,,,3.5417,,sdB0.5VIp He9,B
0.09725,2061405257789262080,12670497,304.88050840754823,39.057264529988565,8.406,8.62642,63538,304.88052,39.05729,NSV 25103,1,,,8.7,,V,,,,,,,,,,,O8V((f)),B
0.097263,2007789428690846464,428184259,336.30065000006,57.17165388433,8.871,9.37974,9992164,336.30069,57.17167,Gaia DR3 2007789428690846464,0,VAR,,9.38,,G,,,9.4,,G,,,,0.0387874,,A,
0.09728,5934869960959407488,315370725,244.74134010609,-51.05827395521,9.764,10.1478,102412,244.74136,-51.05825,V0479 Nor,0,BCEP,,10.39,,V,,,10.49,,V,2451931.468,,,0.2054708,,B5,B
0.097287,5333719228342994304,316369054,171.94599963305,-63.43530878158,8.879,10.606,10571690,171.94606,-63.43531,Gaia DR3 5333719228342994304,0,VAR,,10.57,,G,,,10.63,,G,,,,0.025168,,O,
0.097331,2012432631927515264,271145590,353.87760967697,60.91282849023,7.771,8.33924,10004999,353.87766,60.91284,Gaia DR3 2012432631927515264,0,ACYG,,8.31,,G,,,8.38,,G,,,,,,B,
0.097343,5241818576195567360,466259747,165.45740848785,-61.88416809001,9.227,9.24306,10579637,165.45746,-61.88418,Gaia DR3 5241818576195567360,0,BCEP,,9.23,,G,,,9.26,,G,,,,,,B,
0.097777,5338402701233784704,459509031,162.83619122982412,-59.74387843225032,7.322,7.64252,250329,162.83624,-59.74389,HD 94230,0,VAR,,7.83,,V,,,,,,,,,,,O,B
0.097804,430511789300158720,420443928,5.072576351439949,62.463878912153575,8.802,8.89524,53509,5.07263,62.46389,NSV 15074,0,GCAS,,8.52,,V,,,9.01,,V,,,,,,B0.5IVe,B
0.098344,5333357970075306752,322418939,175.9538611843743,-62.51453693115089,8.988,8.94185,10336410,175.95392,-62.51454,Gaia DR3 5333357970075306752,0,BCEP,,8.93,,G,,,8.95,,G,,,,,,B,
0.098377,5847459508085058176,448594570,211.75631278731183,-68.56877198506123,9.603,9.56396,225551,211.75638,-68.56876,HD 122831,0,BCEP,,9.6,,V,Y,,0.03,,V,,,,0.1996795,,B1III,B
0.098523,2005390259966364800,328877031,332.48977128117,53.99661480267,10.799,10.868,8074224,332.48981,53.99663,Gaia DR3 2005390259966364800,0,DSCT|GDOR|SXPHE,,10.84,,G,,,10.89,,G,,,,7.8484,,B,
0.098623,2067567436342772736,14312409,305.89061759025515,40.75551228831857,10.509,11.2299,249627,305.89059,40.75553,V2539 Cyg,0,BCEP,,11.71,,V,Y,,0.009,,V,,,,0.14301,,B6.5:,B
0.098703,1933243090072160896,128383551,338.6257608695223,40.77488371857587,7.176,6.99669,305826,338.62579,40.7749,HIP 111429,0,VAR,,7.02,,V,Y,,0.007,,V,,,,0.11488,,B1.5V,B
0.098965,1986765009714971520,200470927,338.98949136929093,47.5897012300611,9.159,9.02082,8131241,338.98953,47.58971,Gaia DR3 1986765009714971520,0,ACV|roAm|roAp|SXARI,,9.01,,G,,,9.04,,G,,,,,,B,
0.09898,5522333026384059904,141292310,129.33115011864666,-45.20719231581161,8.179,8.25205,225455,129.33118,-45.20721,HD 73568,0,BCEP,,8.35,,V,Y,,0.01,,V,,,,0.220007,,B2/3IV,B
0.099088,5949042184790956288,248275346,264.7079868963224,-46.31590242667183,9.329,9.38626,225591,264.70801,-46.31588,HD 159792,0,BCEP,,9.43,,V,Y,,0.051,,V,,,,0.1428561,,B2II,B
0.099425,2061049943735688704,273897829,304.7229386877829,37.84268810260341,7.966,8.29117,9953164,304.72296,37.84271,Gaia DR3 2061049943735688704,0,BE|GCAS|SDOR|WR,,8.29,,G,,,8.32,,G,,,,,,B,
0.099439,2164725265948053120,277719482,321.04577657294,47.99119379783,10.42,10.9317,9980193,321.04581,47.99121,Gaia DR3 2164725265948053120,0,RS,,10.81,,G,,,11.02,,G,,,,,,B,
0.099476,5698235748454087296,130192760,119.77164564699808,-25.27692330860165,9.242,9.25679,27010,119.77167,-25.27694,V0408 Pup,0,BE,,9.2,,Hp,,,9.35,,Hp,,,,,,B2/B3III,B
0.099552,2060559458477442176,12139534,304.38224908645,36.86877376112,9.83,10.5153,7704610,304.38226,36.8688,Gaia DR3 2060559458477442176,0,RS,,10.46,,G,,,10.59,,G,,,,,,B,
0.099744,3017360833515044480,427395058,83.86000832420181,-5.416886438354335,6.369,6.29171,40950,83.86,-5.41686,NSV 2326,1,,,6.38,,V,,,6.44,,V,,,,,,B1V,B
0.099761,5861802259359559168,460792365,191.619644836394,-64.91767219783918,8.922,9.07376,19938,191.61971,-64.91767,LN Mus,0,EB,,9.1,,V,,,9.37,,V,2448503.506,,,3.67205,,B1V:,B
0.099883,2020044516575268992,361324132,296.45088555192734,23.1951856393292,9.317,9.51031,9911131,296.4509,23.19521,Gaia DR3 2020044516575268992,0,BCEP,,9.48,,G,,,9.54,,G,,,,0.1522501,,B,
0.099979,2067570185121916544,13877044,305.79358327840737,40.76451098234828,8.764,9.31723,10865871,305.79361,40.76453,Gaia DR3 2067570185121916544,0,BE|GCAS|SDOR|WR,,9.3,,G,,,9.34,,G,,,,,,B,
0.100181,6753593974244552064,209036736,297.85540088503643,-28.22506912476605,9.556,9.42473,225635,297.85538,-28.22509,HD 187536,0,BCEP,,9.46,,V,Y,,0.013,,V,,,,0.218068,,B3II,B
0.100324,4203391652582474752,145846445,281.85074888102105,-9.308218500674274,8.777,9.14093,7179075,281.85077,-9.3082,Gaia DR3 4203391652582474752,0,BCEP,,9.13,,G,,,9.16,,G,,,,,,B,
0.100514,3429594302836540544,78887878,89.53376085399,25.50139935529,10.825,11.2409,78627,89.53379,25.50139,ASAS J055808+2530.1,0,EC|ESD,,11.38,,V,Y,,0.22,,V,2452623.55,,,1.8542,,OB:,B
