angDist,GaiaDR3,TIC,ra,dec,Tmag,Gmag,OID,RAJ2000,DEJ2000,Name,V,Type,l_max,max,u_max,n_max,f_min,l_min,min,u_min,n_min,Epoch,u_Epoch,l_Period,Period,u_Period,Sp,n_OID
0.075483,458454880886508032,348444454,35.47058216359,57.16636906545,9.239,9.61942,26031,35.47058,57.16639,V0507 Per,0,BE,,9.77,,V,,,10.09,,V,,,,,,B0/1Ve,B
0.075584,1817679706409974400,243488675,309.6257206912,21.32888832621,9.377,9.28708,621651,309.6257,21.32888,HD 347184,0,GCAS,,9.1,,V,,,9.38,,V,,,,,,em,B
0.075654,3027940437469882880,95665973,110.38689819352,-16.68721769549,8.634,9.34296,5171,110.38692,-16.68722,RZ CMa,0,DCEP,,9.36,,V,,,9.97,,V,2436428.062,,,4.254832,,F6,B
0.075718,5875397617551713536,455707852,229.72762833019,-61.42183459029,9.98,10.1355,5520946,229.72766,-61.42182,Gaia DR3 5875397617551713536,0,BCEP,,10.12,,G,,,10.15,,G,,,,,,B,
0.075735,5864702358672264704,299952811,208.09013821585,-62.81694884352,8.425,9.86688,5218777,208.09018,-62.81694,Gaia DR3 5864702358672264704,0,DSCT|GDOR|SXPHE,,9.83,,G,,,9.97,,G,,,,0.74313,,B,
0.076159,5543181519189083776,146543073,123.95234046736178,-35.631336017740495,8.485,8.69443,3746706,123.95236,-35.63135,Gaia DR3 5543181519189083776,0,BCEP,,8.69,,G,,,8.72,,G,,,,,,O,
0.076227,2059974312160035328,40473404,300.96382705684,37.13807150983,9.859,10.2028,9940160,300.96384,37.13809,Gaia DR3 2059974312160035328,0,BE|GCAS|SDOR|WR,,10.14,,G,,,10.24,,G,,,,,,B,
0.076354,5889221090058151040,189561605,234.65666498901,-51.14531427033,10.854,11.1758,5611012,234.65669,-51.1453,Gaia DR3 5889221090058151040,0,BCEP,,11.13,,G,,,11.22,,G,,,,0.210526,,B,
0.076652,2020744321390496256,435409370,296.3469246574506,24.32498913500988,8.244,8.60605,10864335,296.34692,24.32501,Gaia DR3 2020744321390496256,0,DSCT|GDOR|SXPHE,,8.59,,G,,,8.64,,G,,,,0.0784733,,O,
0.076739,5969572261571594880,339680552,253.6298282882,-40.95323939462,9.311,9.30027,103994,253.62984,-40.95322,ASAS J165431-4057.2,0,ESD|ED,,9.33,,V,Y,,0.23,,V,2451932.93,,,1.63204,,,B
0.076761,249079279647326976,285938173,54.07948994292792,48.37703329148337,8.732,8.99202,629110,54.07947,48.37705,WISE J033619.0+482237,0,EB,,8.086,,W1,Y,,0.191,,W1,,,,4.2120947,,,B
0.076991,5891850331557800832,413296783,214.81093521689,-58.44294122539,8.986,10.1374,5310490,214.81097,-58.44293,Gaia DR3 5891850331557800832,0,BE|GCAS|SDOR|WR,,10.0,,G,,,10.16,,G,,,,5.9345,,B,
0.077604,5878470340192612224,397221078,219.15787775847687,-60.96661482735853,7.525,9.36366,5369440,219.15791,-60.9666,Gaia DR3 5878470340192612224,0,BCEP,,9.33,,G,,,9.4,,G,,,,0.0552328,,B,
0.077605,1870290998515818624,232846315,311.55271512437173,35.540412162288234,9.432,9.38557,7819091,311.55273,35.54043,Gaia DR3 1870290998515818624,0,BCEP,,9.36,,G,,,9.41,,G,,,,,,B,
0.077796,2056918391351771904,17249884,308.23437342036,36.20013905255,9.855,10.6401,7768039,308.23438,36.20016,Gaia DR3 2056918391351771904,0,BE|GCAS|SDOR|WR,,10.61,,G,,,10.66,,G,,,,,,O,
0.077847,5933995093350789504,412149840,245.95635204283604,-52.14321316205417,9.126,9.27827,5872994,245.95638,-52.1432,Gaia DR3 5933995093350789504,0,BE|GCAS|SDOR|WR,,9.26,,G,,,9.32,,G,,,,,,B,
0.078237,5971839733749783808,463255713,259.06103631029,-40.82308155236,10.097,10.8488,33318,259.06104,-40.82306,V0502 Sco,0,E/SD,,12.4,,pg,,,14.0,,pg,2426595.309,,,7.969388,,,B
0.078675,1990347978815194240,431208536,343.38294850788,52.63833246415,9.589,9.53868,8164198,343.38297,52.63835,Gaia DR3 1990347978815194240,0,BCEP,,9.53,,G,,,9.55,,G,,,,,,B,
0.078878,2015037306253196544,377900979,348.8662893728053,62.07903912950067,8.892,9.40684,7139,348.86633,62.07905,V0808 Cas,0,EB,,9.61,,V,,,9.82,,V,2451486.55,,,2.59908,,B0.2IV,B
0.078914,5254194988310454528,391522904,161.61852102093863,-60.564096663887234,8.255,9.59667,43594,161.61855,-60.56408,NSV 4970,1,,,9.76,,V,,,,,,,,,,,O9.5III,B
0.079035,2198098261347253504,469890964,330.0638702927,55.98522565394,10.087,10.7606,8050367,330.0639,55.98524,Gaia DR3 2198098261347253504,0,BCEP,,10.73,,G,,,10.81,,G,,,,,,A,
0.079115,359281749549586048,241100751,29.70714106823,50.87807155374,9.209,9.13339,2766398,29.70716,50.87809,Gaia DR3 359281749549586048,0,ACV|roAm|roAp|SXARI,,9.12,,G,,,9.14,,G,,,,,,B,
0.079246,465719182408723072,50608476,41.1804760943,61.46469937345,9.666,10.4398,6460,41.18046,61.46472,DF Cas,0,DCEP,,10.53,,V,,,11.13,,V,2441719.622,,,3.832472,,F6-G4:,B
0.079266,2016036212573494656,272732675,356.6316925334891,62.91726578173058,10.081,10.5951,8255169,356.63174,62.91727,Gaia DR3 2016036212573494656,0,BE|GCAS|SDOR|WR,,10.55,,G,,,10.63,,G,,,,,,B,
0.079413,5895946733916102528,90803999,216.3419255246297,-54.583419351393424,8.946,8.94747,5330570,216.34196,-54.58341,Gaia DR3 5895946733916102528,0,ACV|roAm|roAp|SXARI,,8.93,,G,,,8.97,,G,,,,,,B,
0.07963,5877732808445724672,403154632,220.47445774897,-60.89792818428,9.756,10.2432,10465637,220.4745,-60.89792,Gaia DR3 5877732808445724672,0,BE|GCAS|SDOR|WR,,10.21,,G,,,10.26,,G,,,,,,B,
0.079635,5859608420056493696,313399930,183.5681216249457,-67.74125937183786,9.068,9.0358,225519,183.56818,-67.74126,HD 106345,0,BCEP,,9.08,,V,Y,,0.03,,V,,,,0.1512293,,B2III,B
0.079699,4288274362563352448,392965683,293.2976302406709,1.9455301258389703,11.63,11.8682,7474455,293.29764,1.94555,Gaia DR3 4288274362563352448,0,BCEP,,11.82,,G,,,11.88,,G,,,,0.0296496,,B,
0.07975,5978944915398881664,46661249,258.2001238545289,-33.67891983314213,8.329,8.16262,6269931,258.2001,-33.67891,Gaia DR3 5978944915398881664,0,BCEP,,8.15,,G,,,8.19,,G,,,,,,B,
0.079918,5878929008326444544,189504782,221.20260856410025,-59.770157589442654,9.997,10.5041,58604,221.20265,-59.77015,NSV 20169,0,VAR:,,10.72,,V,,,,,,,,,,,OB+,B
0.080001,2004221925783443968,341889351,332.9108014322916,52.42997779475307,7.503,7.50078,305812,332.9108,52.43,HIP 109562,0,VAR,,7.56,,V,Y,,0.013,,V,,,,5.70744,,O9Ib,B
0.080191,524077754921316480,420295645,11.05537052928,64.46118534841,10.928,11.3457,2389568,11.05532,64.46119,Gaia24asd,0,GCAS,,11.12,,G,,,11.44,,G,,,,,,,
0.08028,429709420686842624,359438901,4.5738774795727934,61.727050426885214,7.5,7.56193,10868062,4.57392,61.72706,TIC 359438901,0,EA+ACYG,,7.63,,V,Y,,0.41,,TESS,2460618.052,,,20.2812,,B0Ib+B0Ib,
0.08048,4154683704132570112,217831873,278.4470286690115,-11.192397867893746,8.906,9.64614,10867634,278.44705,-11.19239,GrAGVar113,0,ACYG:,,10.13,,V,,,10.18,,V,,,,,,O9.5Iab,
0.08068,2027396607242364160,116116717,299.9671238227544,27.09845827415292,9.322,9.41541,7618607,299.96713,27.09848,Gaia DR3 2027396607242364160,0,ACV|roAm|roAp|SXARI,,9.41,,G,,,9.44,,G,,,,,,B,
0.080736,2060531249138821632,11114205,303.81354921786,36.91558493791,10.822,11.2361,9952529,303.81357,36.9156,Gaia DR3 2060531249138821632,0,DSCT|GDOR|SXPHE,,11.19,,G,,,11.31,,G,,,,2.17252,,G,
0.080761,4104431212386419328,176423372,276.6688081782,-13.65190382857,8.394,8.95178,110812,276.66879,-13.65189,ASAS J182640-1339.1,0,ELL,,9.26,,V,,,9.35,,V,2452104.66,,,2.93023,,O6.5III(f),B
0.08078,5932565900081831040,207161872,242.83526242559,-54.35413510061,8.018,8.6212,20294,242.8353,-54.35414,QZ Nor,0,DCEPS,,8.71,,V,,,9.03,,V,2444361.688,,,3.786008,,F6I,B
0.080841,2016915375193013376,279780670,352.6341124182867,63.68696770755136,9.804,10.4936,8227125,352.63416,63.68696,Gaia DR3 2016915375193013376,0,BE|GCAS|SDOR|WR,,10.47,,G,,,10.52,,G,,,,,,O,
0.080875,5241560495856826112,391242298,161.45188451468977,-62.87039136960884,9.285,9.349,683754,161.45193,-62.8704,HD 93447,0,GCAS,,9.36,,V,,,9.44,,V,,,,,,B3/4(III),B
0.081067,458336271069261312,348136579,34.23989187806076,56.71879360029055,7.308,7.42807,25881,34.23992,56.71881,V0357 Per,0,BCEP:,,7.44,,V,,,7.52,,V,,,,0.28619,:,B2Ib-II:p,B
0.081278,6056421899118919168,436276810,193.3605261575041,-60.20014591523266,9.136,9.21821,683789,193.36057,-60.20014,HD 111916,0,GCAS,,9.22,,V,,,9.32,,V,,,,,,B3,B
